1,0, 2.2955, 0.0413,  1.5594, 0.6947,-0.0273,
1,1, 2.3124, 0.0252,  1.6148, 0.6724,-0.0389,
1,2, 2.2748, 0.0239,  1.5835, 0.6673,-0.0658,
1,3, 2.2548, 0.0476,  1.5644, 0.6428,-0.1036,
1,4, 2.2183, 0.0541,  1.5370, 0.6272,-0.1398,
1,5, 2.2578, 0.0613,  1.6050, 0.5915,-0.1751,
1,6, 2.1902, 0.0029,  1.6028, 0.5846,-0.2454,
1,7, 2.1250,-0.0101,  1.5549, 0.5801,-0.2771,
1,8, 2.1143,-0.0062,  1.5711, 0.5494,-0.3062,
1,9, 2.0547,-0.0374,  1.5418, 0.5503,-0.3022,
2,0, 2.0479,-0.0451,  1.5390, 0.5541,-0.4203,
2,1, 1.9856,-0.1098,  1.5555, 0.5399,-0.3477,
2,2, 1.9779,-0.1598,  1.6014, 0.5364,-0.4830,
2,3, 1.8879,-0.1533,  1.5127, 0.5285,-0.5454,
2,4, 1.6967,-0.1981,  1.3851, 0.5098,-0.6421,
2,5, 1.7800,-0.2826,  1.5396, 0.5230,-0.5587,
2,6, 1.7430,-0.1637,  1.4019, 0.5048,-0.6494,
2,7, 1.7054,-0.2624,  1.4561, 0.5117,-0.7407,
2,8, 1.7335,-0.2392,  1.4658, 0.5069,-0.8233,
2,9, 1.8261,-0.1976,  1.5201, 0.5036,-0.8806,
3,0, 1.8968,-0.0888,  1.4875, 0.4980,-1.0079,
3,1, 1.6805,-0.1506,  1.3384, 0.4927,-1.0462,
3,2, 1.7537,-0.1722,  1.4218, 0.5040,-1.0606,
3,3, 1.5958,-0.1132,  1.2316, 0.4774,-1.0468,
3,4, 1.6926,-0.1611,  1.3791, 0.4746,-1.1310,
3,5, 1.7570,-0.1462,  1.4218, 0.4814,-0.9709,
3,6, 1.8678,-0.0900,  1.4756, 0.4821,-0.9875,
3,7, 1.5867,-0.1410,  1.2540, 0.4738,-1.0020,
3,8, 1.7686,-0.0829,  1.3827, 0.4688,-1.0796,
3,9, 1.6675,-0.0573,  1.2495, 0.4752,-0.9945,
4,0, 1.7506, 0.0091,  1.2737, 0.4679,-1.0495,
4,1, 1.9156, 0.0151,  1.4286, 0.4719,-0.9086,
