1,0, 3.1920,-0.0104,  1.1629, 2.0395,-0.0146,
1,1, 3.2621,-0.0041,  1.2365, 2.0298,-0.0236,
1,2, 3.0949, 0.0007,  1.0716, 2.0225,-0.0578,
1,3, 3.1292, 0.0077,  1.1067, 2.0147,-0.0973,
1,4, 3.1578, 0.0125,  1.1296, 2.0157,-0.1268,
1,5, 3.1507, 0.0133,  1.1241, 2.0134,-0.1660,
1,6, 3.0887, 0.0050,  1.1265, 1.9572,-0.2276,
1,7, 3.0985, 0.0014,  1.1119, 1.9852,-0.2988,
1,8, 3.1022, 0.0282,  1.0875, 1.9866,-0.3436,
1,9, 3.0993, 0.0366,  1.0950, 1.9678,-0.4292,
2,0, 3.0937, 0.0266,  1.0951, 1.9720,-0.4936,
2,1, 2.8364, 0.0075,  0.9132, 1.9157,-0.5921,
2,2, 2.8657, 0.0206,  0.9110, 1.9341,-0.6635,
2,3, 3.0869, 0.0378,  1.0829, 1.9661,-0.8023,
2,4, 3.0571,-0.0070,  1.1123, 1.9518,-0.8634,
2,5, 2.9112,-0.0224,  0.9855, 1.9481,-0.8836,
2,6, 2.9778,-0.0128,  1.0534, 1.9372,-1.0139,
2,7, 2.8458,-0.0346,  0.9332, 1.9472,-1.1227,
2,8, 2.8745,-0.0596,  0.9766, 1.9576,-1.1909,
2,9, 2.6756,-0.0872,  0.8147, 1.9481,-1.1920,
3,0, 2.6207,-0.1437,  0.8095, 1.9548,-1.1994,
3,1, 2.7042,-0.1725,  0.9011, 1.9756,-1.2469,
3,2, 2.7114,-0.2195,  0.9347, 1.9961,-1.2874,
3,3, 2.5610,-0.1837,  0.7901, 1.9546,-1.2758,
3,4, 2.7403,-0.1562,  0.8963, 2.0002,-1.2002,
3,5, 2.6264,-0.1448,  0.7783, 1.9929,-1.1285,
3,6, 2.5678,-0.2763,  0.8456, 1.9985,-1.1357,
3,7, 2.6566,-0.1650,  0.8372, 1.9844,-1.1849,
3,8, 2.6229,-0.1873,  0.7839, 2.0263,-1.1916,
3,9, 2.6522,-0.2338,  0.8815, 2.0045,-1.1191,
4,0, 2.4951,-0.2804,  0.7525, 2.0230,-1.0891,
4,1, 2.5329,-0.2979,  0.7892, 2.0416,-1.2199,
4,2, 2.5014,-0.2754,  0.7168, 2.0601,-1.1662,
4,3, 2.4662,-0.2812,  0.6884, 2.0590,-1.0340,
4,4, 2.3191,-0.3804,  0.5977, 2.1018,-1.0446,
4,5, 2.3518,-0.3330,  0.5984, 2.0865,-1.1418,
4,6, 2.4242,-0.2928,  0.6117, 2.1053,-1.1363,
4,7, 2.5819,-0.2952,  0.7803, 2.0968,-1.1530,
4,8, 2.5908,-0.1979,  0.6787, 2.1100,-1.2097,
4,9, 2.6277,-0.1168,  0.6366, 2.1079,-1.2242,
5,0, 2.7553,-0.1504,  0.7734, 2.1323,-1.3497,
5,1, 2.7535,-0.0634,  0.7144, 2.1025,-1.2470,
5,2, 2.7173,-0.0943,  0.6596, 2.1520,-1.2629,
5,3, 2.8186, 0.0671,  0.5932, 2.1584,-1.3459,
5,4, 2.7864, 0.0126,  0.6535, 2.1202,-1.3882,
5,5, 2.9610, 0.1190,  0.6978, 2.1442,-1.3716,
5,6, 2.9658, 0.0893,  0.7220, 2.1545,-1.5373,
5,7, 2.7915, 0.0550,  0.5879, 2.1487,-1.3515,
5,8, 2.8221, 0.1970,  0.4792, 2.1458,-1.4438,
5,9, 2.7624, 0.1316,  0.4814, 2.1493,-1.4714,
6,0, 2.7543, 0.0079,  0.5974, 2.1490,-1.4680,
6,1, 2.8423, 0.1635,  0.5435, 2.1354,-1.5290,
6,2, 2.8515,-0.0234,  0.7563, 2.1186,-1.2245,
6,3, 2.7916, 0.1062,  0.5638, 2.1216,-1.4588,
6,4, 2.8449, 0.1589,  0.5532, 2.1328,-1.3997,
6,5, 2.5633,-0.0933,  0.5616, 2.0949,-1.3797,
6,6, 2.6907,-0.0267,  0.6114, 2.1060,-1.1612,
6,7, 2.7981,-0.0338,  0.6857, 2.1462,-1.3691,
6,8, 2.5964,-0.0591,  0.5659, 2.0896,-1.2440,
6,9, 2.7021,-0.1410,  0.7263, 2.1168,-1.2718,
7,0, 2.6021,-0.1047,  0.6022, 2.1046,-1.2633,
7,1, 2.4447,-0.1385,  0.4932, 2.0900,-1.1572,
7,2, 2.5821,-0.1303,  0.6242, 2.0882,-1.2893,
7,3, 2.6000,-0.1034,  0.6377, 2.0656,-1.3088,
7,4, 2.6410,-0.0981,  0.6659, 2.0732,-1.2380,
7,5, 2.5814,-0.0765,  0.5875, 2.0704,-1.4005,
7,6, 2.5613,-0.0825,  0.5930, 2.0508,-1.3650,
7,7, 2.5787,-0.1565,  0.6488, 2.0864,-1.1740,
7,8, 2.5254,-0.1237,  0.5834, 2.0657,-1.3053,
7,9, 2.5685,-0.1338,  0.6596, 2.0427,-1.4283,
8,0, 2.5018,-0.1952,  0.6523, 2.0447,-1.4643,
8,1, 2.4187,-0.2837,  0.6644, 2.0379,-1.4323,
8,2, 2.4443,-0.2461,  0.6396, 2.0508,-1.2565,
8,3, 2.1948,-0.3883,  0.5479, 2.0351,-1.3029,
8,4, 2.3964,-0.3400,  0.6719, 2.0645,-1.3474,
