1,0, 3.5886,-0.0103,  1.1784, 2.4205,-0.0099,
1,1, 3.5335, 0.0040,  1.1145, 2.4150,-0.0258,
1,2, 3.5531, 0.0079,  1.1254, 2.4198,-0.0368,
1,3, 3.5784, 0.0176,  1.1273, 2.4336,-0.0540,
1,4, 3.5696,-0.0071,  1.1806, 2.3961,-0.0521,
1,5, 3.6465, 0.0042,  1.2193, 2.4230,-0.0661,
1,6, 3.4995,-0.0106,  1.1309, 2.3791,-0.0813,
1,7, 3.4745,-0.0236,  1.0996, 2.3986,-0.0951,
1,8, 3.4772, 0.0001,  1.0993, 2.3778,-0.1095,
1,9, 3.5173,-0.0125,  1.1297, 2.4001,-0.1165,
2,0, 3.5736,-0.0260,  1.2012, 2.3983,-0.1314,
2,1, 3.4221,-0.0326,  1.1089, 2.3459,-0.1441,
2,2, 3.5747,-0.0171,  1.2260, 2.3657,-0.2021,
2,3, 3.3850,-0.0472,  1.0771, 2.3551,-0.1972,
2,4, 3.5764,-0.0504,  1.2728, 2.3539,-0.2744,
2,5, 3.4210,-0.0525,  1.1408, 2.3328,-0.2688,
2,6, 3.4218,-0.0295,  1.1244, 2.3269,-0.3169,
2,7, 3.3769,-0.0767,  1.1109, 2.3427,-0.3465,
2,8, 3.3113,-0.1169,  1.1166, 2.3116,-0.3685,
2,9, 3.2270,-0.1600,  1.0567, 2.3302,-0.4231,
3,0, 3.1466,-0.2163,  1.0389, 2.3240,-0.4410,
3,1, 3.2311,-0.2054,  1.1338, 2.3027,-0.3792,
3,2, 3.1675,-0.2261,  1.0596, 2.3340,-0.4969,
3,3, 3.2504,-0.2188,  1.1259, 2.3433,-0.3947,
3,4, 3.3368,-0.1454,  1.1680, 2.3141,-0.5061,
3,5, 3.2476,-0.1703,  1.1048, 2.3130,-0.5822,
3,6, 3.2067,-0.1582,  1.0570, 2.3079,-0.5933,
3,7, 3.2817,-0.1510,  1.1095, 2.3232,-0.5132,
3,8, 3.3384,-0.1203,  1.1608, 2.2980,-0.6191,
3,9, 3.2861,-0.0836,  1.0718, 2.2979,-0.6905,
4,0, 3.3207, 0.0080,  1.0355, 2.2772,-0.7329,
4,1, 3.2935,-0.0219,  1.0402, 2.2753,-0.7234,
4,2, 3.3630, 0.0463,  1.0312, 2.2855,-0.7046,
4,3, 3.4622, 0.0382,  1.1363, 2.2877,-0.8059,
4,4, 3.5070, 0.0933,  1.1187, 2.2950,-0.7562,
4,5, 3.3662, 0.1172,  0.9826, 2.2665,-0.7762,
4,6, 3.4577, 0.0776,  1.0937, 2.2863,-0.8482,
4,7, 3.3586, 0.1091,  0.9974, 2.2521,-0.8146,
4,8, 3.4782, 0.0981,  1.1222, 2.2579,-0.9400,
4,9, 3.4026, 0.1191,  1.0038, 2.2797,-0.9247,
5,0, 3.4457, 0.1252,  1.0476, 2.2729,-0.9216,
5,1, 3.4041, 0.0951,  1.0433, 2.2657,-0.9079,
5,2, 3.2935, 0.0737,  0.9614, 2.2584,-0.9804,
5,3, 3.4141, 0.1153,  1.0352, 2.2636,-1.0051,
5,4, 3.2739, 0.0492,  0.9738, 2.2510,-0.9598,
5,5, 3.3579, 0.0852,  1.0272, 2.2455,-0.9731,
5,6, 3.3941, 0.1591,  0.9970, 2.2380,-1.0301,
5,7, 3.5336, 0.1885,  1.0920, 2.2531,-1.1642,
5,8, 3.4737, 0.2628,  0.9830, 2.2280,-1.1301,
5,9, 3.5607, 0.2854,  1.0552, 2.2201,-1.1269,
6,0, 3.5642, 0.2784,  1.0436, 2.2422,-1.2614,
6,1, 3.6654, 0.3330,  1.0920, 2.2404,-1.3785,
6,2, 3.6150, 0.3406,  1.0383, 2.2361,-1.3221,
6,3, 3.6390, 0.4177,  1.0081, 2.2133,-1.3880,
6,4, 3.7426, 0.4918,  1.0236, 2.2272,-1.4124,
6,5, 3.5559, 0.3137,  1.0368, 2.2055,-1.4543,
6,6, 3.6602, 0.3941,  1.0373, 2.2288,-1.3843,
6,7, 3.5527, 0.2875,  1.0724, 2.1928,-1.3711,
6,8, 3.5458, 0.2993,  1.0343, 2.2122,-1.2934,
6,9, 3.4879, 0.2802,  0.9720, 2.2356,-1.4467,
7,0, 3.6622, 0.3072,  1.1360, 2.2190,-1.3900,
7,1, 3.4260, 0.1975,  1.0457, 2.1828,-1.4018,
7,2, 3.3630, 0.1647,  0.9943, 2.2040,-1.3035,
7,3, 3.3449, 0.1057,  1.0600, 2.1792,-1.3322,
7,4, 3.4486, 0.1851,  1.0971, 2.1664,-1.3002,
7,5, 3.3533, 0.1283,  1.0371, 2.1879,-1.1969,
7,6, 3.3739, 0.1400,  1.0356, 2.1984,-1.2747,
7,7, 3.3516, 0.1228,  1.0452, 2.1837,-1.3068,
7,8, 3.4367, 0.1465,  1.1115, 2.1787,-1.2403,
7,9, 3.3757, 0.1265,  1.0686, 2.1806,-1.3489,
8,0, 3.4436, 0.1791,  1.0893, 2.1752,-1.3180,
8,1, 3.5103, 0.2958,  1.0409, 2.1736,-1.4749,
8,2, 3.5112, 0.3431,  1.0069, 2.1612,-1.4176,
8,3, 3.5768, 0.2962,  1.1353, 2.1452,-1.5426,
8,4, 3.5043, 0.3160,  1.0257, 2.1625,-1.6586,
8,5, 3.6073, 0.3436,  1.1120, 2.1517,-1.6663,
8,6, 3.5068, 0.3188,  1.0598, 2.1282,-1.7062,
8,7, 3.5616, 0.3114,  1.0801, 2.1701,-1.5931,
8,8, 3.6472, 0.4116,  1.0887, 2.1469,-1.5813,
8,9, 3.6324, 0.4017,  1.0870, 2.1437,-1.6506,
9,0, 3.5332, 0.2912,  1.1246, 2.1173,-1.6921,
9,1, 3.4621, 0.3582,  0.9974, 2.1066,-1.8333,
9,2, 3.4551, 0.2101,  1.1418, 2.1032,-1.8964,
9,3, 3.2332, 0.1185,  0.9762, 2.1385,-1.7501,
9,4, 3.3902, 0.1897,  1.0891, 2.1114,-1.6380,
9,5, 3.3271, 0.1748,  1.0286, 2.1237,-1.5240,
9,6, 3.3050, 0.1203,  1.0802, 2.1044,-1.7977,
9,7, 3.2096, 0.0505,  1.0426, 2.1166,-1.6991,
9,8, 3.3858, 0.2024,  1.0635, 2.1198,-1.4634,
9,9, 3.3145, 0.1432,  1.0835, 2.0878,-1.6140,
10,0, 3.2356, 0.0736,  1.0817, 2.0803,-1.6704,
10,1, 3.0867, 0.0004,  1.0048, 2.0815,-1.6374,
10,2, 3.2587, 0.0909,  1.0865, 2.0813,-1.6045,
10,3, 3.1996, 0.0886,  1.0319, 2.0791,-1.7205,
10,4, 3.1811, 0.0616,  1.0453, 2.0742,-1.6999,
10,5, 3.1949, 0.0408,  1.0889, 2.0652,-1.7038,
10,6, 3.2628, 0.1079,  1.0980, 2.0570,-1.7535,
10,7, 3.3510, 0.1707,  1.1119, 2.0684,-1.7212,
10,8, 3.1489,-0.0021,  1.1007, 2.0504,-1.7713,
10,9, 3.3587, 0.2359,  1.0696, 2.0533,-1.9032,
11,0, 3.3168, 0.1889,  1.0760, 2.0520,-1.8479,
11,1, 3.2317, 0.1187,  1.0663, 2.0467,-1.9080,
11,2, 3.1868, 0.0488,  1.1136, 2.0244,-1.6921,
11,3, 3.2946, 0.1883,  1.0683, 2.0380,-1.7855,
11,4, 3.1512, 0.0796,  1.0538, 2.0177,-1.8463,
11,5, 3.2187, 0.1334,  1.0679, 2.0174,-1.6844,
11,6, 3.3334, 0.1940,  1.1105, 2.0288,-1.8353,
11,7, 3.1534, 0.1458,  0.9915, 2.0161,-1.7706,
11,8, 3.3196, 0.1188,  1.1707, 2.0302,-1.8323,
11,9, 3.1257, 0.0326,  1.1025, 1.9906,-1.8226,
12,0, 3.0913,-0.0076,  1.0813, 2.0175,-1.6857,
12,1, 3.0402,-0.0245,  1.0679, 1.9969,-1.8237,
12,2, 3.1161, 0.0632,  1.0702, 1.9828,-1.7365,
12,3, 3.0706, 0.0050,  1.0791, 1.9865,-1.8656,
12,4, 3.1651, 0.0495,  1.1070, 2.0087,-1.7397,
12,5, 3.0578, 0.0270,  1.0421, 1.9886,-1.6567,
12,6, 3.2126, 0.1175,  1.1029, 1.9921,-1.6970,
12,7, 3.2159, 0.1818,  1.0592, 1.9750,-1.6932,
12,8, 3.1915, 0.1148,  1.0995, 1.9772,-1.7084,
12,9, 3.2911, 0.1817,  1.1520, 1.9574,-1.9391,
